Occurrence_Category,Occurrence_Group,Occurrence_Type_Group,Intersection,OBJECTID,Date Reported,x,y
Non-Violent,Property,Theft Under $5000,48 AV/CALGARY TR,55188,2025/03/06,-12634194.1239,7073320.7994
Non-Violent,Property,Break and Enter Commercial,50 ST/50 ST,55189,2025/03/06,-12625644.2803,7075086.8438
Disorder,General Disorder,Suspicious Vehicle,92 AV/172 ST,55190,2025/03/06,-12647873.3393,7081139.1142
Disorder,Mischief/Graffiti,Mischief - Property,103 AV/102 ST,55191,2025/03/06,-12634267.6125,7084375.1147
Disorder,General Disorder,Trouble with Person,104 AV/150 ST,55192,2025/03/17,-12643645.4328,7079788.426
Disorder,General Disorder,Trouble with Person,79 ST/134 AV,55193,2025/03/17,-12630472.653,7093829.3033
Drugs,Drug Violations,Drugs,86 ST/CORONET RD,55194,2025/03/18,-12629964.4261,7076021.6304
Violent,Personal Violence,Assault,139 AV/75 ST,55195,2025/03/18,-12629980.9329,7095067.1942
Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,117 ST/46 AV,55196,2025/03/18,-12638571.4155,7072994.2329
Disorder,Disputes/Disturbances,Dispute,17 AV/18 ST,55197,2025/03/17,-12620308.2092,7066125.1568
Disorder,General Disorder,Suspicious Vehicle,182 AV/75 ST,55198,2025/03/18,-12630050.9895,7103216.8327
Disorder,General Disorder,Trouble with Person,MCMULLEN GR SW/NOT NAMED RD SW,55199,2025/03/17,-12637264.0872,7062327.5608
Disorder,Mischief/Graffiti,Public Mischief,114 AV/87 ST,55200,2025/03/17,-12631956.8997,7088063.0923
Non-Violent,Property,Theft Under $5000,175 ST/STONY PLAIN RD,55201,2025/03/17,-12648183.4143,7083771.2949
Non-Violent,Property,Theft Under $5000,CALGARY TR/CALGARY TR,55202,2025/03/17,-12634279,7070612.4768
Non-Violent,Property,Theft Over $5000,41 ST/RAVINE DR,55203,2025/03/18,-12624033.7038,7093613.8433
Non-Violent,Property,Break and Enter Commercial,137 AV/137 AV,55204,2025/03/18,-12633078.2248,7094684.1542
Disorder,General Disorder,Suspicious Vehicle,111 AV/111 AV,55205,2025/03/17,-12647484.2058,7087173.097
Non-Violent,Property,Theft Under $5000,119 ST/JASPER AV,55206,2025/03/17,-12637746.8526,7083691.6713
Non-Violent,Property,Theft Under $5000,115 AV/117 ST,55207,2025/03/17,-12637206.4743,7088314.5249
Non-Violent,Property,Theft Under $5000,111 ST/111 ST,55208,2025/03/18,-12636597.136,7073730.6847
Non-Violent,Property,Fraud - Financial,23 AV/MILL WOODS RD,55209,2025/03/18,-12624576.6175,7067655.3069
Disorder,General Disorder,Trouble with Person,CASTLE DOWNS RD/162 AV,55210,2025/03/18,-12636856.8103,7099045.8249
Non-Violent,Property,Theft Under $5000,17 ST/17 ST,55211,2025/03/18,-12620137.6654,7072474.5117
Non-Violent,Property,Internet Fraud,6A ST/6A ST,55212,2025/03/17,-12618393.0474,7072704.5552
Non-Violent,Property,Theft Over $5000,105 AV/106 ST,55213,2025/03/18,-12635086.6777,7084969.3257
Non-Violent,Property,Break and Enter Residential,100 AV/102 ST,55214,2025/03/17,-12634286.5594,7083307.3941
Disorder,Mischief/Graffiti,Mischief - Property,CROWN RD/ROYAL RD,55215,2025/03/17,-12638894.4227,7072522.1751
Disorder,Disputes/Disturbances,Dispute,WEST BROOK RD/WEST WOOD PL,55216,2025/03/18,-12656724.2978,7086226.1728
Violent,Personal Violence,Assault,100 ST/103 AV,55217,2025/03/18,-12633771.0699,7084551.5643
Non-Violent,Property,Theft of Motor Vehicle,108A AV/99 ST,55218,2025/03/18,-12633938.3382,7086230.8417
Non-Violent,Property,Theft Under $5000,102 ST/GATEWAY BV,55219,2025/03/18,-12633881.9146,7066807.4996
Non-Violent,Property,Theft Over $5000,109A AV/95 ST,55220,2025/03/17,-12633148.0011,7086760.2281
Violent,Personal Violence,Assault,186 ST/186 ST,55221,2025/03/17,-12651067.7506,7084109.3406
Non-Violent,Property,Fraud Personal,42 AV/42A AV,55222,2025/03/18,-12629681.1683,7072149.342
Non-Violent,Property,Theft of Motor Vehicle,154 ST/STONY PLAIN RD,55223,2025/03/18,-12644427.6059,7083756.1271
Non-Violent,Property,Break and Enter Commercial,47 AV/99 ST,55224,2025/03/17,-12633216.0227,7073176.674
Disorder,Mischief/Graffiti,Mischief - Property,105 AV/105 AV,55225,2025/03/19,-12632589.975,7085337.1833
Non-Violent,Property,Theft Over $5000,112 AV/96 ST,55226,2025/03/13,-12633664.306,7087456.957
Non-Violent,Property,Theft Under $5000,137 AV/137 AV,55227,2025/03/13,-12625048.6376,7094220.1598
Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,107 ST/109 AV,55228,2025/03/13,-12635291.8719,7086248.8807
Non-Violent,Property,Internet Fraud,28 AV/YOUVILLE DR,55229,2025/03/13,-12626469.9686,7068443.8341
Non-Violent,Property,Theft Under $5000,101 ST/33 AV,55230,2025/03/13,-12632853.0134,7069814.8759
Non-Violent,Property,Theft Under $5000,WATT CM SW/WATT CM SW,55231,2025/03/12,-12625887.6654,7061294.4309
Non-Violent,Property,Theft Under $5000,111 AV/GROAT RD,55232,2025/03/13,-12640559.4848,7087066.9332
Non-Violent,Property,Fraud Personal,137 AV/137 AV,55233,2025/03/12,-12622184.8409,7094677.9336
Non-Violent,Property,Fraud General,98 AV/98 AV,55234,2025/03/13,-12628249.726,7083013.8566
Other,Provincial Statute Violations,Liquor Act,80 AV/GATEWAY BV,55235,2025/03/13,-12634164.0279,7079043.6939
Disorder,Disputes/Disturbances,Dispute,59 ST/148 AV,55236,2025/03/12,-12627189.2217,7096728.627
Disorder,General Disorder,Trespassing,119 AV/70 ST,55237,2025/03/13,-12629101.8071,7089506.2764
Weapons,Weapons Violations,Weapons Complaint Firearm,32 AV/75 ST,55238,2025/03/12,-12629133.8352,7069135.1551
Non-Violent,Property,Break and Enter Commercial,104 ST/83 AV,55239,2025/03/13,-12634491.4327,7079595.1566
Disorder,Provincial Statute Violations,Intoxicated Person,COLISEUM TC/COLISEUM TC,55240,2025/03/13,-12630172.4774,7089330.6289
Non-Violent,Property,Break and Enter Residential,51 AV/WHITEMUD RD,55241,2025/03/12,-12643950.9161,7073999.7053
Non-Violent,Property,Theft Under $5000,175 ST/STONY PLAIN RD,55242,2025/03/14,-12648183.4143,7083771.2949
Non-Violent,Property,Theft Under $5000,CALGARY TR/CALGARY TR,55243,2025/03/13,-12634277.9192,7071279.2261
Violent,Personal Violence,Assault,135 AV/VICTORIA TR,55244,2025/03/13,-12622085.2787,7094163.8973
Non-Violent,Property,Theft Under $5000,50 ST/MANNING DR,55245,2025/03/14,-12625391.0284,7095024.6917
Disorder,General Disorder,Trouble with Person,80 ST/81 ST,55246,2025/03/13,-12630897.4946,7098140.8865
Violent,Personal Violence,Assault,BELVEDERE TC/FORT RD,55247,2025/03/14,-12627612.9711,7092606.1724
Violent,Personal Violence,Assault,117 AV/36 ST,55248,2025/03/14,-12623226.1663,7089036.138
Non-Violent,Property,Break and Enter Residential,24 AV SW/78 ST SW,55249,2025/03/13,-12630031.4915,7059383.9094
Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,DUNVEGAN RD/DUNVEGAN RD,55250,2025/03/14,-12641045.1135,7091850.831
Non-Violent,Property,Fraud Personal,111A AV/116 ST,55251,2025/03/13,-12637135.5654,7087243.7333
Non-Violent,Property,Theft Under $5000,137 AV/50 ST,55252,2025/03/14,-12625108.1321,7094280.4437
Non-Violent,Property,Theft Under $5000,115 AV/117 ST,55253,2025/03/14,-12637206.4743,7088314.5249
Non-Violent,Property,Fraud - Financial,139 AV/42 ST,55254,2025/03/14,-12624415.05,7094813.6596
Disorder,General Disorder,Trespassing,111 AV/113 ST,55255,2025/03/14,-12636521.382,7087022.4238
Disorder,General Disorder,Trouble with Person,178 ST/STONY PLAIN RD,55256,2025/03/13,-12648960.7767,7083705.2264
Non-Violent,Property,Theft Over $5000,106A AV/102A AV,55257,2025/03/14,-12641959.1652,7085397.0088
Non-Violent,Property,Internet Fraud,MAPLE RD/12 ST,55258,2025/03/12,-12619182.7465,7071540.1441
Violent,Personal Violence,Assault,148 AV/33 ST,55259,2025/03/14,-12622671.8625,7096939.6454
Non-Violent,Property,Break and Enter Residential,95 ST/95 AV,55260,2025/03/14,-12631773.3861,7081965.8522
Disorder,Disputes/Disturbances,Dispute,113A ST/37 AV,55261,2025/03/14,-12637554.0639,7070634.4674
Non-Violent,Property,Theft Under $5000,112 ST/138A AV,55262,2025/03/13,-12636297.1274,7094977.1027
Disorder,Mischief/Graffiti,Mischief - Property,108A AV/92 ST,55263,2025/03/14,-12632574.3419,7086591.5324
Disorder,General Disorder,Trouble with Person,83 ST/82 AV,55264,2025/03/14,-12629779.9689,7079412.2045
Non-Violent,Property,Theft Under $5000,55 ST/38B AV,55265,2025/03/14,-12626048.1299,7070908.351
Disorder,Mischief/Graffiti,Mischief - Property,115 AV/149 ST,55266,2025/03/04,-12643443.2049,7088250.7632
Non-Violent,Property,Theft Under $5000,137 ST/147 AV,55267,2025/03/04,-12641054.0786,7096513.9956
Non-Violent,Property,Theft Under $5000,160 AV/97 ST,55268,2025/03/04,-12633779.5363,7098752.0615
Non-Violent,Property,Theft Under $5000,17 ST/17 ST,55269,2025/03/04,-12620137.6654,7072474.5117
Non-Violent,Property,Theft Under $5000,100 AV/112 ST,55270,2025/03/04,-12636315.322,7083300.4594
Non-Violent,Abandoned/Recovered/Seized Vehicles,Abandoned Vehicle,104 ST/129 AV,55271,2025/03/04,-12634651.4481,7092392.0304
Non-Violent,Property,Theft Under $5000,139 AV/40 ST,55272,2025/03/03,-12624098.5107,7094767.5814
Non-Violent,Property,Theft Under $5000,12 AV/12 AV,55273,2025/03/04,-12638419.5711,7065682.8254
Non-Violent,Property,Possession Stolen Property,141 AV/38 ST,55274,2025/03/04,-12623449.5358,7095574.5516
Non-Violent,Property,Theft Under $5000,137 AV/50 ST,55275,2025/03/04,-12625108.1321,7094280.4437
Non-Violent,Counterfeiting/Gaming and Betting,Counterfeit Money,38 AV/WOODVALE RD,55276,2025/03/04,-12626069.9875,7070639.8905
Disorder,Mischief/Graffiti,Mischief - Property,79 AV/85 ST,55277,2025/03/04,-12630121.9574,7078858.7782
Non-Violent,Property,Break and Enter Commercial,8 ST/8 ST,55278,2025/03/04,-12618445.7769,7076946.6812
Non-Violent,Property,Break and Enter Residential,54 ST/94 AV,55279,2025/03/04,-12626009.8635,7082037.2807
Non-Violent,Property,Theft Under $5000,111 ST/111 ST,55280,2025/03/04,-12636597.136,7073730.6847
Non-Violent,Property,Theft Under $5000,182 ST/91 AV,55281,2025/03/04,-12650258.4803,7080919.7921
Non-Violent,Property,Theft Under $5000,137 AV/137 AV,55282,2025/03/04,-12625048.6376,7094220.1598
Non-Violent,Property,Theft Under $5000,172 ST/95 AV,55283,2025/03/04,-12647989.9566,7081936.3709
Disorder,General Disorder,Trouble with Person,140 AV/72 ST,55284,2025/03/04,-12629464.2101,7095245.0071
Non-Violent,Property,Theft Under $5000,113 AV/85 ST,55285,2025/03/04,-12631623.576,7087775.4717
Non-Violent,Property,Theft Under $5000,137 AV/50 ST,55286,2025/03/04,-12625108.1321,7094280.4437
Violent,Personal Violence,Assault,ST ALBERT TR/YELLOWHEAD TR,55287,2025/03/04,-12641208.3078,7091290.8192
Non-Violent,Property,Theft Under $5000,124 ST/132 AV,55288,2025/03/04,-12638836.2913,7093294.7659
Non-Violent,Property,Theft Under $5000,104 ST/CALGARY TR,55289,2025/03/04,-12634480.3025,7074732.5178
Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Criminal Flight Event,97 ST/102 AV,55290,2025/03/04,-12633223.0219,7084265.6464
Non-Violent,Property,Theft of Motor Vehicle,KINGSWAY /KINGSWAY ,55291,2025/03/04,-12638024.4126,7089095.0644
Violent,Personal Violence,Assault,101 ST/JASPER AV,55292,2025/03/04,-12634064.0686,7083690.2726
Non-Violent,Property,Internet Fraud,203 ST/56 AV,55293,2025/03/04,-12653716.3887,7074314.3239
Non-Violent,Property,Theft Under $5000,146 AV/50 ST,55294,2025/03/04,-12625538.1166,7096407.073
Non-Violent,Property,Theft of Motor Vehicle,31 AV/YOUVILLE DR,55295,2025/03/04,-12627229.4864,7068988.6429
Disorder,Disputes/Disturbances,Dispute,114 ST SW/114 ST SW,55296,2025/03/04,-12637136.5436,7061398.2974
Non-Violent,Property,Theft Under $5000,103 ST/98 AV,55297,2025/03/04,-12634477.2283,7082699.3354
Violent,Personal Violence,Assault,188 ST/73 AV,55298,2025/03/19,-12651309.7017,7077358.78410001
Non-Violent,Property,Theft Under $5000,47 ST/147 AV,55299,2025/03/19,-12625481.2259,7096636.44169999
Non-Violent,Property,Theft Over $5000,102 AV/104 ST,55300,2025/03/19,-12634676.8349,7084077.6556
Non-Violent,Property,Theft Over $5000,80 ST/CORONET RD,55301,2025/03/18,-12628986.2888,7076843.9915
Non-Violent,Property,Theft Under $5000,133 ST/140 AV,55302,2025/03/19,-12640396.5217,7095064.0088
Disorder,Provincial Statute Violations,Intoxicated Person,117 ST/136 AV,55303,2025/03/19,-12637372.842,7094453.4936
Non-Violent,Property,Theft Under $5000,87 AV/114 ST,55304,2025/03/19,-12637607.1698,7080313.2322
Disorder,General Disorder,Trouble with Person,111 ST SW/111 ST SW,55305,2025/03/19,-12636569.6636,7058891.8876
Non-Violent,Property,Theft Under $5000,54 ST SW/6 AV SW,55306,2025/03/19,-12626512.4039,7062459.5643
Non-Violent,Property,Theft Under $5000,116 ST/27 AV,55307,2025/03/19,-12638315.3348,7068612.924
Violent,Personal Violence,Assault,50 ST/MANNING DR,55308,2025/03/19,-12625391.0284,7095024.6917
Disorder,Mischief/Graffiti,Mischief - Property,100 AV/142 ST,55309,2025/03/19,-12642082.1454,7083582.3108
Non-Violent,Property,Theft Under $5000,118 AV/94 ST,55310,2025/03/19,-12633177.5289,7089209.1879
Non-Violent,Property,Theft Under $5000,82 AV/83 ST,55311,2025/03/19,-12629840.8118,7079411.5633
Violent,Personal Violence,Assault,137 AV/50 ST,55312,2025/03/19,-12625216.438,7094234.739
Non-Violent,Property,Theft Under $5000,17 ST/17 ST,55313,2025/03/19,-12620137.6654,7072474.5117
Disorder,Mischief/Graffiti,Mischief - Property,119 AV/ABBOTTSFIELD TC,55314,2025/03/19,-12622595.0176,7089520.0187
Non-Violent,Property,Theft of Motor Vehicle,152B AV/117 ST,55315,2025/03/19,-12637282.2897,7097346.49539999
Disorder,Mischief/Graffiti,Mischief - Property,103A ST SW/103A ST SW,55316,2025/03/19,-12634290.431,7060974.8927
Disorder,General Disorder,Trouble with Person,118 AV/70 ST,55317,2025/03/19,-12629102.5585,7089208.13
Weapons,Weapons Violations,Weapons Complaint Firearm,171 ST/86 AV,55318,2025/03/19,-12647765.6556,7079514.9949
Non-Violent,Property,Break and Enter Residential,92B AV/89 ST,55319,2025/03/19,-12630735.3513,7081490.6966
Non-Violent,Property,Theft Under $5000,23 AV/PARSONS RD,55320,2025/03/19,-12632521.2514,7067283.6591
Non-Violent,Property,Theft Under $5000,AIRPORT RD/KINGSWAY ,55321,2025/03/19,-12636950.3814,7088310.2447
Disorder,General Disorder,Trespassing,109A AV/120 ST,55322,2025/03/19,-12637950.8084,7084937.0541
Disorder,General Disorder,Trouble with Person,35 AV/99 ST,55323,2025/03/19,-12633210.7753,7070203.6745
Non-Violent,Property,Theft Under $5000,137 AV/97 ST,55324,2025/03/18,-12633739.4124,7094653.7433
Disorder,General Disorder,Trouble with Person,100 AV/102 ST,55325,2025/03/07,-12634286.5594,7083307.3941
Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Criminal Flight Event,103A AV/96 ST,55326,2025/03/07,-12632955.6873,7084877.394
Violent,Personal Violence,Assault,106 ST/71 AV,55327,2025/03/07,-12635254.1053,7077433.3296
Non-Violent,Property,Theft Under $5000,123A ST/137 AV,55328,2025/03/07,-12638651.3676,7094666.3579
Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,37B AV/45 ST,55329,2025/03/07,-12624828.3271,7070247.0436
Violent,Personal Violence,Assault,100 ST/106 AV,55330,2025/03/07,-12633861.7194,7085368.8038
Non-Violent,Property,Break and Enter Residential,WALKOWSKI PL/WALKOWSKI PL,55331,2025/03/07,-12648318.3067,7064966.0199
Non-Violent,Property,Theft Under $5000,111 AV/61 ST,55332,2025/03/06,-12627088.149,7088186.2202
Weapons,Weapons Violations,Weapons Complaint Firearm,SOUTHGATE TC/SOUTHGATE TC,55333,2025/03/07,-12636580.8627,7073133.1787
Disorder,Disputes/Disturbances,Dispute,100 AV/114 ST,55334,2025/03/07,-12636722.7585,7083299.5788
Disorder,Provincial Statute Violations,Intoxicated Person,109A AV/120 ST,55335,2025/03/08,-12637950.8084,7084937.0541
Non-Violent,Property,Theft Under $5000,111 ST/51 AV,55336,2025/03/07,-12636506.8662,7073805.7132
Disorder,Mischief/Graffiti,Mischief - Property,MAY CM/MAY CM,55337,2025/03/07,-12640550.5979,7065597.5444
Non-Violent,Property,Fraud Personal,100A ST/JASPER AV,55338,2025/03/07,-12633872.5256,7083710.6323
Non-Violent,Property,Break and Enter Residential,103 ST/98 AV,55339,2025/03/07,-12635188.8474,7082703.7425
Disorder,General Disorder,Trespassing,103A AV/97 ST,55340,2025/03/07,-12633335.566,7084728.1363
Other,Provincial Statute Violations,Liquor Act,111 ST/JASPER AV,55341,2025/03/07,-12636110.4174,7083690.3506
Disorder,Disputes/Disturbances,Disturbance,TANNER WN/TOMLINSON GR,55342,2025/03/20,-12644527.9068,7067111.5899
Non-Violent,Property,Theft Under $5000,50A ST/HABITAT CR,55343,2025/03/20,-12625669.0754,7093543.5513
Disorder,General Disorder,Trespassing,157 ST/STONY PLAIN RD,55344,2025/03/21,-12645012.7897,7083757.0554
Non-Violent,Property,Theft of Motor Vehicle,223 ST/99 AV,55345,2025/03/20,-12657095.0917,7083336.3603
Non-Violent,Property,Internet Fraud,139 AV/42 ST,55346,2025/03/20,-12624415.05,7094813.6596
Non-Violent,Property,Theft Under $5000,139 AV/40 ST,55347,2025/03/20,-12624098.5107,7094767.5814
Non-Violent,Property,Theft Under $5000,137 AV/137 AV,55348,2025/03/20,-12625048.6376,7094220.1598
Disorder,Provincial Statute Violations,Intoxicated Person,100 ST/101A AV,55349,2025/03/20,-12633705.1306,7083937.8521
Disorder,General Disorder,Trouble with Person,109 AV/30 ST,55350,2025/03/20,-12622078.6489,7087834.8041
Disorder,General Disorder,Suspicious Person,CHOKECHERRY CL SW/CHOKECHERRY LK SW,55351,2025/03/20,-12629215.8819,7058975.9829
Non-Violent,Property,Fraud Personal,20 AV/61 ST,55352,2025/03/18,-12627111.6517,7066916.7185
Non-Violent,Property,Theft of Motor Vehicle,53 AV/53 AV,55353,2025/03/19,-12643615.661,7074195.3312
Disorder,Disputes/Disturbances,Dispute,106 AV/153 ST,55354,2025/03/20,-12644234.4916,7085295.1644
Non-Violent,Property,Theft Under $5000,178 ST/89 AV,55355,2025/03/20,-12649246.1599,7080473.0577
Non-Violent,Property,Theft Under $5000,87 ST/96 AV,55356,2025/03/21,-12630359.8935,7082392.321
Violent,Personal Violence,Robbery Personal,120 ST/109A AV,55357,2025/03/21,-12637950.8084,7084937.0541
Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Criminal Flight Event,120 AV/FORT RD,55358,2025/03/20,-12630408.104,7089853.3363
Violent,Personal Violence,Assault,35 AV SW/DANIELS WY SW,55359,2025/03/19,-12639572.9447,7057548.8546
Disorder,General Disorder,Trouble with Person,122 AV/124 ST,55360,2025/03/20,-12638761.2847,7090393.5907
Disorder,General Disorder,Trouble with Person,100 ST/105A AV,55361,2025/03/20,-12633845.0477,7085163.5066
Disorder,General Disorder,Trouble with Person,137 AV/50 ST,55362,2025/03/21,-12625108.1321,7094280.4437
Violent,Personal Violence,Assault,117 AV/87 ST,55363,2025/03/20,-12631957.4519,7088926.5216
Non-Violent,Property,Theft Under $5000,23 ST/23 ST,55364,2025/03/20,-12620905.8158,7069107.8459
Drugs,Drug Violations,Drugs,159 ST/160 ST,55365,2025/03/21,-12645402.2972,7083342.5741
Non-Violent,Property,Fraud - Financial,WATES PL SW/WATES LK SW,55366,2025/03/21,-12647862.6575,7063507.5205
Disorder,Mischief/Graffiti,Mischief - Property,118 AV/34 ST,55367,2025/03/20,-12622930.4197,7089206.9916
Violent,Personal Violence,Assault,97 ST/134 AV,55368,2025/03/19,-12633869.7834,7093751.0911
Non-Violent,Property,Theft Under $5000,50A ST/HABITAT CR,55369,2025/03/21,-12625669.0754,7093543.5513
Non-Violent,Property,Theft Under $5000,AIRPORT RD/KINGSWAY ,55370,2025/03/21,-12636950.3814,7088310.2447
Disorder,Mischief/Graffiti,Mischief - Property,103 AV/107 ST,55371,2025/03/20,-12635290.6722,7084377.2468
Disorder,Disputes/Disturbances,Disturbance,102 ST/JASPER AV,55372,2025/03/20,-12634269.2264,7083689.0485
Non-Violent,Property,Theft Under $5000,114 AV/WESTMOUNT SHOPPING CENTRE RD,55373,2025/03/21,-12640716.8938,7087948.6475
Non-Violent,Property,Theft Under $5000,100 ST/106 AV,55374,2025/03/21,-12633861.7194,7085368.8038
Non-Violent,Property,Theft Under $5000,17 ST/17 ST,55375,2025/03/20,-12620137.6654,7072474.5117
Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,82 AV/99 ST,55376,2025/03/21,-12633218.2068,7079405.0048
